idnum,province,replicat,sample,over,areacode,intdate,intnum,attempts,refusals,contacts,answers,intime,result,rn1,rn2,rn3,rn4,rn5,rn6,rn7,rn8,rn9,rn10,rn11,rn12,rn13,rn14,rsex,nadults,a1,a2,a2a,a2b,a3,a4,a4a,a4b,a6,a6a,a6b,a7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,c1,c1ab,c2,c2ab,c3,c4,d1a,d1b,d1c,d1d,d1da,d1e,d1ea,d1f,d1fa,d2a,d2b,d2c,d2d,d2e,d2f,d2g,d2h,d2i,d3a,d3b,d3c,d3d,d3e,d3f,d3g,d3h,d4a,d4b,d4c,d4d,d4e,d4f,d4g,d4h,d5a,d5b,d5c,d5d,d5e,d5f,d5g,d5h,d6a,d6b,d6c,d7a,d7b,d7c,d8a,d8b,d8c,d9,d9a,d10a,d10b,d10c,d10d,d10e,d10f,d10g,d11a,d11b,d11c,d11d,d12,d13,d14,d15,e1,e1a,e1b,e2,e2a,e2b,f1a,f1b,f1c,f2a,f2b,f2c,f3,g1,g1ab,g2,g3,g3ab,h1a,h1b,h1c,h1d,h1e,h1f,h1g,h2a,h2b,h2c,h2d,h2e,h2f,h2g,h3,h4a,h4b,h4c,h4d,h4e,h4f,h4g,h5,h5a,i1,i2,i3,i4,j1,j1ab,j2,j2a,j2b,j3,j3a,j3b,j4,k1,k1a,k1b,k1c,k2,k2a,k2b,k2c,l2,l2a1,l2a2,l2a3,l2b1,l2b2,l3,l4a,l4b,l4c,l4d,l5,l6a,l6b,l7,l8,l9,l10,l11,l12,l12a,l13,l14,m1,m2,n1,n2,n3,n4,n5,n6,n7,n8,n8a,n9,n10,n11,n11a,n12,n13,n14,n15,n16,n17,n18,n19,n20,intlang,interest,length,a5a,a5b,a5c,a5d,l1a,l1b,l1c,l1d,xprov,xreplic,xsample,xover,xareacod,xintdate,xintnum,xattempt,xrefusal,xcontact,xanswer,xintime,xresult,xrn1,xrn2,xrn3,xrn4,xrn5,xrn6,xrn7,xrn8,xrn9,xrn10,xrn11,xrn12,xrn13,xrn14,xrsex,xa1,xa2,xa3,xa5a,xa5b,xa6a,xa6b,xa7a,xa7b,xa8a,xa8b,xa9a,xa9b,xb1,xb2,xb2a,xb2b,xb3a,xb3b,xb4,xb4a,xb5,xb5a,xc1,xc2,xc2a,xc3,xc3a,xc4,xc4a,xc5,xc5a,xc5b,xc6,xc6a,xc7,xc7a,xe1a,xe1b,xe1c,xe1d,xe1e,xe1f,xe2a,xe2b,xe2c,xe2d,xe2e,xe2f,xe2g,xe2h,xe2i,xf2,xf3,xf4a,xf4b,xf5,xf6,xf7,xf8,xg1,xg1a,xg1b,xg1c,xg1d,xg2a,xg2b,xg2c,xg2d,xg3a,xg3b,xg3c,xg3d,xh1,xh2,xh3,xh4,xh5,xh6,xh7,xh8,xh9,xh10,xh11,xi1a,xi1b,xi1c,xi2a,xi2b,xi2c,xi3a,xi3b,xi3c,xj1a,xj1b,xj1c,xj2a,xj2b,xj2c,xj2d,xj3a,xj3b,xj3c,xj3d,xj4a,xj4b,xj4c,xj4d,xj5a,xj5b,xj5c,xj6a,xj6b,xj7a,xj7b,xk1,xk2,xk3,xk4,xk5,xk6,xk7,xk8,xk9,xk10,xl1a,xl1b,xl1c,xl2a,xl2b,xl2c,xl2d,xl2e,xl3,xl4,xl5,xl6,xl7,xl8a,xl9a,xl10a,xm1,xm2,xm3,xm4,xn1,xn2,xinteres,xlength,xintlang,xa4a,xa4b,xa4c,xa4d,xf1a,xf1b,xf1c,xf1d,mailid,zintlang,qa1,qa2,qa3,qa4,qa5,qa6,qa7,qa8,qa9,qa10,qa11,qa12,qa13,qb1,qb2,qb3,qb4,qb5,qb6,qb7,qb8,qb9,qb10,qb11,qb12,qb13,qb14,qb15,qb16,qb17,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qe1,qe2,qe3,qe4,qe5,qe6,qe7,qe8,qe9,qe10,qe11,qe12,qe13,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qf11,qg1,qg2,qg3,qg4,qh1,qh2,qh3,qh4,qh5,qh6,qh7,qh8,qh9,qh10,qh11,qh12,zrsex,yrbirth,comments,inpre,inpost,inmail,intype,link,blish81,pinpor81,franco,wt1,wt2,wt3,wt4,wt5,wt6,wt7
10427,4,36,4,0,418,111088,55,3,0,2,3,26,1,0,0,0,1,0,1,0,28,0,8,4,0,1,0,5,1,4,0,,,,7,17,5,1,1,8,4,1,1,,4,,5,,1,2,4,5,5,3,,3,5,3,3,4,8,,8,,8,,,,,80,50,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,1,2,,1,2,,998,998,998,60,50,20,1,1,2,3,5,,2,8,8,8,4,8,8,2,8,8,8,2,2,2,4,5,8,8,8,8,8,8,5,,4,,5,,3,,1,1,,8,,,4,5,,,,5,,,,1,3,,,,,8,,8,,,5,5,,1,1,5,1,8,8,,1,5,1,5,1949,5,5,5,1,1142,5,1,,5,5,2,,3,1,,98,1,1,5,2,0,2,5,15,,,,,,,,,4,36,4,0,418,121888,45,3,0,1,2,20,1,0,0,0,1,0,1,0,28,0,8,4,0,1,0,5,2,3,4,1,98,1,98,5,,5,,1,98,1,1,1,1,,,1,8,8,,8,5,,5,,8,,5,1,8,5,,,,4,4,4,4,4,4,,,,90,50,40,,,,8,1,5,,1,3,1,5,,,,,,,,,,,,,,50,60,40,60,40,10,10,50,0,50,60,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,3,5,5,1,5,1,5,3,3,3,1,1,,2,2,2,2,2,1,2,5,,,,,,998,5,5,5,1949,1,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,40.99,6,1,0.567576518249523,0.49452623144911,,,0.54671503044919,0.478260848780018,
10428,4,36,4,0,514,110988,10,1,0,1,1,44,1,1,1,0,2,0,1,1,19,1,6,2,0,4,0,1,3,1,7,5,1,1,1,14,1,1,2,3,2,1,2,,1,1,1,2,5,,4,1,2,5,4,1,3,2,2,3,1,3,1,4,1,4,5,50,,5,60,50,,,,4,5,4,4,2,2,4,4,2,2,1,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1,1,5,1,2,,1,2,,60,50,10,50,50,10,1,1,2,3,1,2,3,2,2,2,2,2,2,2,2,2,4,2,4,4,4,2,4,2,4,2,4,4,5,,1,3,,,5,5,3,,,5,,5,2,5,,,,5,,,,5,,,,3,,1,,,1,,5,5,,1,1,1,1,5,3,5,1,3,1,5,1943,5,4,5,4,5135,5,1,,5,,1,1,0,1,,8,1,1,1,1,0,2,1,20,12,23,,,12,,,,4,36,4,0,514,112588,55,1,0,1,1,23,1,1,1,0,2,0,1,1,19,1,6,2,0,4,0,1,1,1,3,1,2,1,2,5,,1,6,1,2,5,,,,2,1,1,2,1,2,1,5,,5,,1,4,1,2,3,5,,,,2,2,3,4,4,4,10,60,25,10,65,50,,,,1,8,3,,1,1,5,5,1,1,5,4,4,1,2,4,2,1,2,1,4,60,80,80,75,60,60,80,100,50,80,80,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,1,1,1,1,1,1,1,1,5,1,,4,3,4,4,2,5,1,5,,,1,1,1,103,5,1,5,1943,1,1,20,2,12,24,29,,12,,,,3191,2,2,2,2,2,2,1,1,1,3,3,1,1,2,3,3,4,4,2,4,8,8,3,2,3,3,3,3,3,2,3,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,8,1,1,2,8,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1943,,1,1,1,3,4,30.93,12,1,1.70272955474856,1.4835786943473,,,1.64014509134756,1.43478254634004,
10438,4,36,5,0,514,111188,40,2,0,1,1,33,1,1,0,0,3,1,1,1,28,2,0,2,1,3,1,1,2,2,3,1,3,1,2,14,4,5,2,1,1,1,3,,1,1,1,3,1,5,2,5,4,5,4,3,1,1,1,1,1,4,1,3,5,,49,30,80,40,41,60,,,,1,4,2,4,1,4,1,4,1,2,2,2,1,4,4,4,1,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,103,1,5,,3,,4,3,,,50,50,0,50,50,0,1,3,,5,3,4,1,3,3,3,3,3,3,2,5,1,5,1,5,5,1,3,3,3,3,5,5,3,1,2,3,5,,,3,,3,,,1,5,,5,5,,,,1,1,2,3,5,,,,3,,1,,,,1,5,,3,5,1,5,1,5,3,5,1,1,1,5,1954,1,5,5,1,4172,5,3,1,1,5,2,,2,1,,8,1,1,1,4,2,2,1,15,12,18,,,12,,,,4,36,5,0,514,112688,45,1,0,1,1,28,1,1,0,0,3,1,1,1,28,2,0,2,1,3,1,1,1,2,2,1,7,5,,5,,5,,1,1,1,3,1,1,,,1,3,1,2,1,5,,5,,1,7,5,2,1,5,,,,2,2,2,4,3,3,60,40,85,51,45,80,,35,35,1,5,,3,1,1,1,5,1,1,4,1,4,2,2,4,4,1,2,2,1,60,100,25,75,25,50,75,75,50,100,25,,,,5,1,4,5,3,2,1,1,3,5,,,,5,,,,5,,,,5,,,5,,5,,3,3,3,1,1,1,1,1,1,1,5,3,,2,3,4,3,2,5,4,,1,3,1,1,1,103,1,5,1,1954,1,1,10,2,12,10,,,12,,,,3192,2,2,2,2,3,1,1,1,1,2,3,3,2,2,8,3,4,4,4,2,2,3,1,3,3,1,2,2,4,4,1,1,2,3,2,1,2,3,3,2,2,2,2,8,1,1,1,2,1,1,1,8,1,2,8,1,2,1,3,2,1,8,1,3,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,8,12,9,2,3,10,7,11,5,6,4,1,1,1954,,1,1,1,3,4,42.29,14,1,1.13515303649906,0.98905246289822,,,1.09343006089839,0.956521697560038,
10444,8,36,5,0,403,111988,64,17,0,1,1,30,1,0,0,1,1,0,1,1,0,2,0,0,0,3,1,5,1,1,7,3,1,1,7,1,3,1,8,8,1,1,1,,3,1,1,1,1,1,,1,2,1,2,1,9,1,1,1,1,1,1,2,1,4,90,40,70,90,50,40,90,30,,1,1,1,1,1,1,1,1,2,5,2,2,2,4,4,5,1,1,2,2,2,2,2,2,2,1,1,2,2,2,,,,1,1,1,1,1,1,1,1,,1,1,5,1,253,1,1,1,2,,,3,,,100,25,40,60,50,30,1,1,2,1,1,2,4,2,2,8,2,8,8,1,3,1,3,1,3,3,0,3,8,8,8,8,8,8,1,4,2,1,,,1,2,8,,,3,,,2,5,,,,5,,,,1,3,,,,,1,,5,,,5,,1,8,8,1,1,1,3,5,1,1,1,1,1926,1,7,1,1,1130,1,,,5,5,2,,7,1,,6,3,3,5,99,0,1,3,15,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,71.62,3,2,0.365839075844856,0.51088201885691,,0.500594626254787,0.345027519663508,0.51088201885691,
10446,2,36,6,0,902,111788,11,16,1,4,7,13,2,0,2,0,3,0,1,0,7,0,9,4,0,4,1,5,1,2,7,3,2,1,7,0,4,5,1,2,3,1,1,,4,,1,1,1,1,,3,,3,,3,3,4,4,4,8,,1,4,8,,,,,75,998,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,2,0.502298676854604,0.490991193120424,0.999644961416598,,0.473724317734996,0.490991193120424,0.885875781147632
10447,4,36,6,0,418,111388,38,8,0,1,1,32,1,0,2,0,2,0,1,1,32,5,11,3,1,2,1,1,1,2,7,1,3,1,3,18,3,1,2,3,3,1,1,,2,1,1,1,1,2,2,1,1,3,,3,5,2,2,2,1,3,1,3,1,4,75,40,60,70,40,55,,,,2,2,2,2,2,4,2,2,2,4,4,4,2,4,5,4,2,4,2,4,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,73,1,5,5,1,2,,1,2,,50,50,0,50,50,0,1,1,1,1,1,2,1,3,3,3,2,3,3,1,5,1,5,1,5,5,3,3,4,4,4,4,4,4,5,,2,5,,,3,,1,1,,3,,,2,5,,,,1,1,0,,1,,,3,,,5,,,1,,5,,3,1,1,5,1,1,3,5,1,5,1,5,1964,5,9,5,1,2719,5,1,,5,5,2,,2,1,,8,1,1,5,2,0,2,1,20,12,1,,,12,,,,4,36,6,0,418,122188,54,7,0,1,1,24,1,0,2,0,2,0,1,1,32,5,11,3,1,2,1,1,2,2,3,1,7,1,7,1,7,1,6,1,7,1,1,3,2,,,1,2,1,2,1,5,,1,1,1,7,1,2,3,5,,,,2,2,2,2,3,3,80,35,60,75,40,55,75,40,40,5,1,,3,1,1,3,5,1,2,2,2,2,4,5,4,4,2,4,2,2,80,80,45,80,60,80,70,80,65,90,60,2,2,2,5,5,2,4,2,4,5,5,,5,,,,5,,,,5,,,,1,1,1,5,,5,,1,1,3,1,3,1,3,1,1,1,1,3,,2,3,4,2,3,1,2,5,,,3,1,3,73,1,5,5,1964,1,1,10,2,12,1,18,,12,,,,3521,2,2,2,2,2,1,3,1,2,2,2,1,8,1,4,3,4,4,2,2,3,4,4,8,3,1,3,3,4,4,2,1,1,3,2,2,1,3,3,1,2,3,8,2,8,2,1,1,2,1,1,2,1,2,1,2,3,1,1,3,1,2,2,2,2,1,2,1,8,2,2,1,2,1,1,2,2,1,2,8,1,1,2,1,11,12,2,8,9,1,5,4,3,6,10,7,1,1964,,1,1,1,3,4,46.83,4,1,0.567576518249523,0.49452623144911,,,0.54671503044919,0.478260848780018,
10457,4,36,7,0,418,111388,49,3,0,1,3,31,1,0,0,1,0,1,2,0,11,1,5,3,0,0,1,1,2,3,3,1,3,1,7,0,4,5,8,8,3,1,9,2,7,,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,2,1,3,5,,30,60,50,30,60,50,80,,,1,5,2,4,2,5,2,5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,2,2,2,2,,,,,,,1,1,1,1,1,1,1,5,5,,,,,0,1,5,,2,,,3,,,70,30,0,40,40,20,1,3,,3,5,,3,5,5,5,2,2,2,2,2,1,2,1,2,2,3,3,8,8,8,3,3,3,1,3,1,5,,,3,,3,,,3,,,1,5,,,,1,1,0,,1,3,,,,,1,1,,,,1,,1,1,1,1,5,5,5,,5,5,1,5,1957,1,5,1,1,1143,1,,,5,5,2,,3,1,,8,1,1,1,9,2,2,1,20,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,57.57,6,1,1.13515303649906,0.98905246289822,,,1.09343006089839,0.956521697560038,
10459,5,36,7,0,416,110988,26,3,0,1,1,40,1,1,2,1,2,1,1,1,22,0,3,5,1,3,0,5,2,2,7,3,1,1,7,23,4,5,2,1,2,5,,,,,1,2,1,2,,3,,3,,3,3,3,3,3,1,3,5,,1,4,,,,50,80,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,1,,5,2,,,3,,,90,998,40,85,75,65,1,3,,8,5,,2,8,8,8,8,8,8,1,3,1,3,1,3,2,4,3,3,2,4,3,3,8,5,,1,1,,,8,,8,,,8,,,2,1,3,4,0,1,3,4,0,1,,,3,,,1,,,1,,1,1,,5,8,1,8,5,3,5,1,5,1,5,1947,1,5,1,1,4113,5,8,,5,5,2,,7,0,1973,98,3,5,5,98,2,1,3,30,12,,,,12,,,,5,36,7,0,416,112888,58,5,0,3,4,27,1,1,2,1,2,1,1,1,22,0,3,5,1,3,0,5,2,4,4,1,99,8,,8,,8,,8,,1,1,3,5,,,1,3,1,2,5,5,,5,,1,1,5,2,3,5,,,,1,1,1,2,9,4,70,90,60,70,90,60,90,,,1,5,1,,8,8,5,1,1,2,4,4,4,2,1,1,1,2,4,4,2,80,80,80,70,80,40,80,90,998,998,80,1,1,1,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,8,1,1,1,1,1,1,8,1,1,,2,3,3,2,2,1,1,1,,,3,3,3,130,1,5,5,1947,17,1,30,1,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,38.47,12,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
10462,6,36,7,0,204,111188,78,9,0,2,3,35,1,1,1,1,2,1,0,1,1,5,3,3,0,0,0,5,2,2,4,1,3,1,2,28,3,5,8,8,3,1,3,,1,1,1,3,1,3,,3,,5,4,3,5,2,2,2,1,3,1,3,5,,25,30,70,25,25,75,,,,2,4,2,4,2,2,2,4,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,998,1,5,,2,,,3,,,70,80,30,80,90,40,5,3,,3,5,,5,3,3,4,3,3,4,3,1,1,3,1,2,3,3,8,,,,,,,5,,3,1,,,3,,3,,,3,,,4,1,2,0,,1,1,2,0,5,,,,,3,1,,,1,,5,3,,5,1,1,5,5,1,,1,5,5,5,1939,2,4,5,1,5135,5,1,,1,5,1,2,1,1,,1,3,3,5,4,0,1,1,10,12,,,,12,,,,6,36,7,0,204,120688,25,3,0,3,3,29,1,1,1,1,2,1,0,1,1,5,3,3,0,0,0,5,3,4,5,5,,1,4,5,,1,7,8,,1,3,1,1,,,1,2,1,2,5,5,,1,4,1,4,5,2,1,5,,,,3,3,3,3,3,3,40,40,90,50,40,90,50,50,50,1,8,5,,1,5,3,1,1,1,2,1,2,2,2,2,2,1,1,1,1,90,100,90,90,100,90,100,100,50,70,70,2,2,2,2,2,2,2,2,1,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,1,1,1,1,1,1,3,5,5,3,,2,2,2,3,2,5,3,1,,,1,1,3,218,5,5,5,1939,1,1,15,1,12,,,,12,,,,904,1,8,2,2,2,2,1,2,8,1,1,3,2,2,8,3,3,3,2,3,2,2,8,8,8,2,3,8,2,3,2,1,3,1,1,2,1,2,3,2,2,1,2,3,1,3,1,1,1,2,1,1,1,1,2,2,3,1,3,3,1,1,2,2,2,2,2,1,8,8,8,2,1,8,2,2,2,8,1,8,8,2,2,8,1,1,1,2,1,1,2,1,1,1,1,1,5,1939,,1,1,1,3,4,30.93,12,2,0.853546465473217,1.06865716114581,,1.16794733555434,0.804990607467713,1.06865716114581,
10466,3,36,8,0,506,110988,2,2,0,1,1,38,1,0,2,0,0,1,1,1,7,4,0,2,0,2,0,1,1,2,7,1,3,1,7,0,2,1,2,1,2,1,2,,4,,1,2,1,1,,3,,3,,3,5,1,1,3,1,3,1,1,1,4,60,75,,55,75,35,,60,,2,4,4,5,1,1,1,5,1,1,4,1,4,1,1,1,,,,,,,,,,,,5,1,1,,,,1,1,5,1,1,5,5,5,5,,,,,0,1,1,5,1,2,,3,,,65,45,10,50,50,8,1,3,,1,5,,3,3,3,8,3,2,1,3,4,1,4,1,4,4,4,3,3,2,8,2,3,8,5,,1,1,,,3,,3,,,1,1,,4,5,,,,1,1,0,,5,,,,1,,1,8,,,,3,3,,5,1,1,1,5,1,,1,1,1,5,1956,2,5,5,1,8230,1,,,5,5,1,4,1,12,1956,9,3,3,5,4,1,1,3,15,12,,,,12,,,,3,36,8,0,506,10489,70,8,0,1,1,24,1,0,2,0,0,1,1,1,7,4,0,2,0,2,0,1,1,2,3,1,1,5,,1,2,5,,5,,1,2,1,1,,,1,2,1,2,1,1,2,1,2,1,7,1,2,3,1,4,1,2,2,2,3,2,2,4,70,60,40,75,60,40,75,60,,1,8,3,,1,5,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,80,70,90,90,60,40,80,85,45,85,70,1,1,4,5,4,1,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,3,1,3,1,3,1,1,1,3,3,3,,5,1,1,1,3,2,1,1,3,,,1,3,3,28,1,1,5,1956,12,3,20,1,12,,,,12,,,,1537,1,2,2,2,2,2,1,1,1,1,1,1,1,2,3,1,4,2,2,3,3,3,3,2,8,2,3,3,3,3,2,2,1,2,1,2,1,2,8,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,8,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,3,1,3,7,5,10,4,6,8,11,2,9,1,12,1,1956,,1,1,1,3,4,44.2,8,2,0.287671375120325,0.701885908175551,0.572506466637692,,0.26814247835877,0.484848775844466,0.501432834629821
10468,4,36,8,0,514,111488,49,9,0,1,9,30,1,1,0,1,1,1,1,1,11,2,6,1,0,0,1,1,4,2,7,3,2,1,0,,,1,9,9,2,1,1,,7,1,1,1,1,5,1,1,1,1,2,1,8,2,2,3,1,3,8,,8,,80,50,,60,40,40,,,,1,2,2,2,1,1,1,2,2,2,5,2,2,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,2,,,3,,,80,40,5,50,50,30,1,1,2,1,1,2,9,,,,,,,2,8,1,8,1,2,3,3,8,,,,,,,5,,4,,5,,8,,1,1,,1,1,,2,1,4,0,,5,,,,1,3,,,,,1,,1,,,1,,1,1,1,1,1,1,3,1,9,1,1,5,1945,1,10,1,1,8780,1,,,1,5,2,,0,1,,8,1,1,1,6,0,2,1,20,12,,,,12,,,,4,36,8,0,514,11789,49,14,0,4,13,32,1,1,0,1,1,1,1,1,11,2,6,1,0,0,1,1,2,2,4,1,7,1,5,1,2,8,,8,,1,1,1,1,,,1,2,1,2,1,5,,1,1,1,7,1,2,1,5,,,,1,2,1,3,4,4,80,40,60,80,40,50,80,,,1,1,,1,1,8,5,5,1,1,1,1,8,1,2,5,8,1,1,2,8,80,70,80,80,100,50,80,80,50,70,70,1,1,1,,,,,,,1,5,,5,,,,1,1,5,,5,,,,5,,,5,,1,1,1,3,3,1,1,1,5,3,3,3,1,1,,1,3,8,8,2,1,2,1,,,8,8,8,0,1,5,5,1945,1,1,15,2,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,44.75,8,1,2.27030607299807,1.97810492579642,,,2.18686012179678,1.91304339512005,
10473,8,36,8,0,403,111088,11,4,0,1,4,57,1,0,1,0,0,0,2,0,6,3,0,2,1,4,1,1,4,2,3,1,4,5,7,1,3,5,2,3,1,1,1,,3,1,1,2,1,2,,5,4,1,2,5,1,2,2,2,1,3,1,4,8,,75,45,40,60,55,40,,,,1,1,2,1,1,1,1,1,1,2,4,4,1,1,2,4,2,1,1,2,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,238,1,1,,3,,5,3,,,100,0,0,50,45,0,1,3,,3,5,,3,2,1,2,1,2,2,3,4,1,4,1,4,5,5,3,2,3,3,3,2,4,5,,8,,5,,3,,1,3,,1,1,,2,1,1,2,0,1,1,0,,3,,1,,,,1,1,,,,1,,5,1,1,1,1,5,3,5,5,1,5,5,1939,1,11,5,1,1171,1,,,5,5,5,,8,15,1975,12,5,5,5,5,1,1,1,35,12,,,,30,,,,8,36,8,0,403,121388,38,2,0,1,2,39,1,0,1,0,0,0,2,0,6,3,0,2,1,4,1,1,2,2,3,1,4,5,,5,,5,,5,,1,9,,,,,1,2,1,2,1,5,,1,1,1,4,5,2,1,1,2,5,,1,1,1,4,4,4,60,62,51,998,70,0,,,,1,3,,5,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,4,95,70,99,95,99,49,80,95,85,95,90,,,,,,,,,,5,5,,1,5,1,98,5,,,,5,,,,5,,,5,,1,1,3,3,3,1,3,3,1,1,3,3,1,1,,1,8,4,3,3,5,4,,1,1,3,3,3,238,1,1,5,1939,15,1,20,1,12,,,,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,59.44,2,2,1.46335630337941,2.04352807542763,,2.00237850501915,1.38011007865402,2.04352807542763,
